Date,Product_ID,Sales,Lead_Time,DayOfWeek,Month,Sales_Lag_1,Sales_Lag_7,Rolling_Mean_7
2023-03-18,Product_3,38,2,5,3,36.0,34.0,33.57142857142857
2023-03-19,Product_3,31,5,6,3,38.0,27.0,34.142857142857146
2023-03-20,Product_3,39,4,0,3,31.0,37.0,34.42857142857143
2023-03-21,Product_3,29,3,1,3,39.0,37.0,33.285714285714285
2023-03-22,Product_3,35,3,2,3,29.0,25.0,34.714285714285715
2023-03-23,Product_3,35,2,3,3,35.0,35.0,34.714285714285715
2023-03-24,Product_3,36,2,4,3,35.0,36.0,34.714285714285715
2023-03-25,Product_3,36,5,5,3,36.0,38.0,34.42857142857143
2023-03-26,Product_3,36,5,6,3,36.0,31.0,35.142857142857146
2023-03-27,Product_3,34,2,0,3,36.0,39.0,34.42857142857143
2023-03-28,Product_3,39,3,1,3,34.0,29.0,35.857142857142854
2023-03-29,Product_3,36,2,2,3,39.0,35.0,36.0
2023-03-30,Product_3,40,3,3,3,36.0,35.0,36.714285714285715
2023-03-31,Product_3,45,5,4,3,40.0,36.0,38.0
2023-04-01,Product_3,37,4,5,4,45.0,36.0,38.142857142857146
2023-04-02,Product_3,30,2,6,4,37.0,36.0,37.285714285714285
2023-04-03,Product_3,34,4,0,4,30.0,34.0,37.285714285714285
2023-04-04,Product_3,37,2,1,4,34.0,39.0,37.0
2023-04-05,Product_3,37,3,2,4,37.0,36.0,37.142857142857146
2023-04-06,Product_3,32,3,3,4,37.0,40.0,36.0
2023-04-07,Product_3,35,3,4,4,32.0,45.0,34.57142857142857
2023-04-08,Product_3,39,3,5,4,35.0,37.0,34.857142857142854
2023-04-09,Product_3,34,2,6,4,39.0,30.0,35.42857142857143
2023-04-10,Product_3,39,4,0,4,34.0,34.0,36.142857142857146
2023-04-11,Product_3,28,4,1,4,39.0,37.0,34.857142857142854
2023-04-12,Product_3,31,2,2,4,28.0,37.0,34.0
2023-04-13,Product_3,41,3,3,4,31.0,32.0,35.285714285714285
2023-04-14,Product_3,28,4,4,4,41.0,35.0,34.285714285714285
2023-04-15,Product_3,25,2,5,4,28.0,39.0,32.285714285714285
2023-04-16,Product_3,41,2,6,4,25.0,34.0,33.285714285714285
2023-04-17,Product_3,40,4,0,4,41.0,39.0,33.42857142857143
2023-04-18,Product_3,46,5,1,4,40.0,28.0,36.0
2023-04-19,Product_3,35,5,2,4,46.0,31.0,36.57142857142857
2023-04-20,Product_3,34,3,3,4,35.0,41.0,35.57142857142857
2023-04-21,Product_3,41,2,4,4,34.0,28.0,37.42857142857143
2023-04-22,Product_3,38,4,5,4,41.0,25.0,39.285714285714285
2023-04-23,Product_3,38,3,6,4,38.0,41.0,38.857142857142854
2023-04-24,Product_3,35,3,0,4,38.0,40.0,38.142857142857146
2023-04-25,Product_3,27,5,1,4,35.0,46.0,35.42857142857143
2023-04-26,Product_3,35,4,2,4,27.0,35.0,35.42857142857143
2023-04-27,Product_3,40,3,3,4,35.0,34.0,36.285714285714285
2023-04-28,Product_3,24,3,4,4,40.0,41.0,33.857142857142854
2023-04-29,Product_3,35,2,5,4,24.0,38.0,33.42857142857143
2023-04-30,Product_3,43,4,6,4,35.0,38.0,34.142857142857146
2023-05-01,Product_3,39,2,0,5,43.0,35.0,34.714285714285715
2023-05-02,Product_3,33,5,1,5,39.0,27.0,35.57142857142857
2023-05-03,Product_3,35,4,2,5,33.0,35.0,35.57142857142857
2023-05-04,Product_3,36,4,3,5,35.0,40.0,35.0
2023-05-05,Product_3,33,4,4,5,36.0,24.0,36.285714285714285
2023-05-06,Product_3,27,3,5,5,33.0,35.0,35.142857142857146
2023-05-07,Product_3,36,2,6,5,27.0,43.0,34.142857142857146
2023-05-08,Product_3,28,5,0,5,36.0,39.0,32.57142857142857
2023-05-09,Product_3,36,5,1,5,28.0,33.0,33.0
2023-05-10,Product_3,34,4,2,5,36.0,35.0,32.857142857142854
2023-05-11,Product_3,29,3,3,5,34.0,36.0,31.857142857142858
2023-05-12,Product_3,34,3,4,5,29.0,33.0,32.0
2023-05-13,Product_3,35,3,5,5,34.0,27.0,33.142857142857146
2023-05-14,Product_3,33,2,6,5,35.0,36.0,32.714285714285715
2023-05-15,Product_3,28,5,0,5,33.0,28.0,32.714285714285715
2023-05-16,Product_3,33,3,1,5,28.0,36.0,32.285714285714285
2023-05-17,Product_3,30,4,2,5,33.0,34.0,31.714285714285715
2023-05-18,Product_3,35,5,3,5,30.0,29.0,32.57142857142857
2023-05-19,Product_3,29,5,4,5,35.0,34.0,31.857142857142858
2023-05-20,Product_3,35,5,5,5,29.0,35.0,31.857142857142858
2023-05-21,Product_3,28,3,6,5,35.0,33.0,31.142857142857142
2023-05-22,Product_3,31,2,0,5,28.0,28.0,31.571428571428573
2023-05-23,Product_3,34,4,1,5,31.0,33.0,31.714285714285715
2023-05-24,Product_3,20,4,2,5,34.0,30.0,30.285714285714285
2023-05-25,Product_3,44,3,3,5,20.0,35.0,31.571428571428573
2023-05-26,Product_3,33,2,4,5,44.0,29.0,32.142857142857146
2023-05-27,Product_3,26,2,5,5,33.0,35.0,30.857142857142858
2023-05-28,Product_3,33,2,6,5,26.0,28.0,31.571428571428573
2023-05-29,Product_3,32,2,0,5,33.0,31.0,31.714285714285715
2023-05-30,Product_3,32,3,1,5,32.0,34.0,31.428571428571427
2023-05-31,Product_3,26,5,2,5,32.0,20.0,32.285714285714285
2023-06-01,Product_3,25,4,3,6,26.0,44.0,29.571428571428573
2023-06-02,Product_3,33,2,4,6,25.0,33.0,29.571428571428573
2023-06-03,Product_3,35,3,5,6,33.0,26.0,30.857142857142858
2023-06-04,Product_3,27,4,6,6,35.0,33.0,30.0
2023-06-05,Product_3,32,3,0,6,27.0,32.0,30.0
2023-06-06,Product_3,28,5,1,6,32.0,32.0,29.428571428571427
2023-06-07,Product_3,27,3,2,6,28.0,26.0,29.571428571428573
2023-06-08,Product_3,42,3,3,6,27.0,25.0,32.0
2023-06-09,Product_3,20,5,4,6,42.0,33.0,30.142857142857142
2023-06-10,Product_3,24,4,5,6,20.0,35.0,28.571428571428573
2023-06-11,Product_3,25,5,6,6,24.0,27.0,28.285714285714285
2023-06-12,Product_3,22,2,0,6,25.0,32.0,26.857142857142858
2023-06-13,Product_3,32,2,1,6,22.0,28.0,27.428571428571427
2023-06-14,Product_3,32,3,2,6,32.0,27.0,28.142857142857142
2023-06-15,Product_3,21,4,3,6,32.0,42.0,25.142857142857142
2023-06-16,Product_3,19,2,4,6,21.0,20.0,25.0
2023-06-17,Product_3,18,2,5,6,19.0,24.0,24.142857142857142
2023-06-18,Product_3,30,3,6,6,18.0,25.0,24.857142857142858
2023-06-19,Product_3,34,3,0,6,30.0,22.0,26.571428571428573
2023-06-20,Product_3,28,5,1,6,34.0,32.0,26.0
2023-06-21,Product_3,29,5,2,6,28.0,32.0,25.571428571428573
2023-06-22,Product_3,33,2,3,6,29.0,21.0,27.285714285714285
2023-06-23,Product_3,36,5,4,6,33.0,19.0,29.714285714285715
2023-06-24,Product_3,20,4,5,6,36.0,18.0,30.0
2023-06-25,Product_3,21,5,6,6,20.0,30.0,28.714285714285715
2023-06-26,Product_3,33,5,0,6,21.0,34.0,28.571428571428573
2023-06-27,Product_3,25,2,1,6,33.0,28.0,28.142857142857142
2023-06-28,Product_3,27,5,2,6,25.0,29.0,27.857142857142858
2023-06-29,Product_3,23,3,3,6,27.0,33.0,26.428571428571427
2023-06-30,Product_3,34,5,4,6,23.0,36.0,26.142857142857142
2023-07-01,Product_3,30,2,5,7,34.0,20.0,27.571428571428573
2023-07-02,Product_3,19,3,6,7,30.0,21.0,27.285714285714285
2023-07-03,Product_3,24,4,0,7,19.0,33.0,26.0
2023-07-04,Product_3,18,4,1,7,24.0,25.0,25.0
2023-07-05,Product_3,18,3,2,7,18.0,27.0,23.714285714285715
2023-07-06,Product_3,15,3,3,7,18.0,23.0,22.571428571428573
2023-07-07,Product_3,21,5,4,7,15.0,34.0,20.714285714285715
2023-07-08,Product_3,31,4,5,7,21.0,30.0,20.857142857142858
2023-07-09,Product_3,28,5,6,7,31.0,19.0,22.142857142857142
2023-07-10,Product_3,16,4,0,7,28.0,24.0,21.0
2023-07-11,Product_3,15,5,1,7,16.0,18.0,20.571428571428573
2023-07-12,Product_3,24,3,2,7,15.0,18.0,21.428571428571427
2023-07-13,Product_3,25,2,3,7,24.0,15.0,22.857142857142858
2023-07-14,Product_3,20,3,4,7,25.0,21.0,22.714285714285715
2023-07-15,Product_3,27,2,5,7,20.0,31.0,22.142857142857142
2023-07-16,Product_3,22,5,6,7,27.0,28.0,21.285714285714285
2023-07-17,Product_3,21,4,0,7,22.0,16.0,22.0
2023-07-18,Product_3,24,5,1,7,21.0,15.0,23.285714285714285
2023-07-19,Product_3,28,3,2,7,24.0,24.0,23.857142857142858
2023-07-20,Product_3,21,2,3,7,28.0,25.0,23.285714285714285
2023-07-21,Product_3,20,3,4,7,21.0,20.0,23.285714285714285
2023-07-22,Product_3,14,2,5,7,20.0,27.0,21.428571428571427
2023-07-23,Product_3,16,2,6,7,14.0,22.0,20.571428571428573
2023-07-24,Product_3,28,3,0,7,16.0,21.0,21.571428571428573
2023-07-25,Product_3,22,4,1,7,28.0,24.0,21.285714285714285
2023-07-26,Product_3,24,4,2,7,22.0,28.0,20.714285714285715
2023-07-27,Product_3,19,3,3,7,24.0,21.0,20.428571428571427
2023-07-28,Product_3,11,5,4,7,19.0,20.0,19.142857142857142
2023-07-29,Product_3,27,4,5,7,11.0,14.0,21.0
2023-07-30,Product_3,25,2,6,7,27.0,16.0,22.285714285714285
2023-07-31,Product_3,9,4,0,7,25.0,28.0,19.571428571428573
2023-08-01,Product_3,22,3,1,8,9.0,22.0,19.571428571428573
2023-08-02,Product_3,30,3,2,8,22.0,24.0,20.428571428571427
2023-08-03,Product_3,18,3,3,8,30.0,19.0,20.285714285714285
2023-08-04,Product_3,18,2,4,8,18.0,11.0,21.285714285714285
2023-08-05,Product_3,18,3,5,8,18.0,27.0,20.0
2023-08-06,Product_3,17,5,6,8,18.0,25.0,18.857142857142858
2023-08-07,Product_3,23,3,0,8,17.0,9.0,20.857142857142858
2023-08-08,Product_3,20,2,1,8,23.0,22.0,20.571428571428573
2023-08-09,Product_3,10,4,2,8,20.0,30.0,17.714285714285715
2023-08-10,Product_3,18,3,3,8,10.0,18.0,17.714285714285715
2023-08-11,Product_3,16,4,4,8,18.0,18.0,17.428571428571427
2023-08-12,Product_3,24,2,5,8,16.0,18.0,18.285714285714285
2023-08-13,Product_3,21,3,6,8,24.0,17.0,18.857142857142858
2023-08-14,Product_3,24,5,0,8,21.0,23.0,19.0
2023-08-15,Product_3,23,4,1,8,24.0,20.0,19.428571428571427
2023-08-16,Product_3,2,5,2,8,23.0,10.0,18.285714285714285
2023-08-17,Product_3,20,4,3,8,2.0,18.0,18.571428571428573
2023-08-18,Product_3,13,3,4,8,20.0,16.0,18.142857142857142
2023-08-19,Product_3,16,4,5,8,13.0,24.0,17.0
2023-08-20,Product_3,21,3,6,8,16.0,21.0,17.0
2023-08-21,Product_3,10,4,0,8,21.0,24.0,15.0
2023-08-22,Product_3,24,4,1,8,10.0,23.0,15.142857142857142
2023-08-23,Product_3,11,2,2,8,24.0,2.0,16.428571428571427
2023-08-24,Product_3,19,3,3,8,11.0,20.0,16.285714285714285
2023-08-25,Product_3,26,4,4,8,19.0,13.0,18.142857142857142
2023-08-26,Product_3,17,5,5,8,26.0,16.0,18.285714285714285
2023-08-27,Product_3,14,2,6,8,17.0,21.0,17.285714285714285
2023-08-28,Product_3,8,4,0,8,14.0,10.0,17.0
2023-08-29,Product_3,13,5,1,8,8.0,24.0,15.428571428571429
2023-08-30,Product_3,14,5,2,8,13.0,11.0,15.857142857142858
2023-08-31,Product_3,24,5,3,8,14.0,19.0,16.571428571428573
2023-09-01,Product_3,24,2,4,9,24.0,26.0,16.285714285714285
2023-09-02,Product_3,13,2,5,9,24.0,17.0,15.714285714285714
2023-09-03,Product_3,13,5,6,9,13.0,14.0,15.571428571428571
2023-09-04,Product_3,21,3,0,9,13.0,8.0,17.428571428571427
2023-09-05,Product_3,19,4,1,9,21.0,13.0,18.285714285714285
2023-09-06,Product_3,14,5,2,9,19.0,14.0,18.285714285714285
2023-09-07,Product_3,23,2,3,9,14.0,24.0,18.142857142857142
2023-09-08,Product_3,18,3,4,9,23.0,24.0,17.285714285714285
2023-09-09,Product_3,5,3,5,9,18.0,13.0,16.142857142857142
2023-09-10,Product_3,14,2,6,9,5.0,13.0,16.285714285714285
2023-09-11,Product_3,10,3,0,9,14.0,21.0,14.714285714285714
2023-09-12,Product_3,13,2,1,9,10.0,19.0,13.857142857142858
2023-09-13,Product_3,14,3,2,9,13.0,14.0,13.857142857142858
2023-09-14,Product_3,18,4,3,9,14.0,23.0,13.142857142857142
2023-09-15,Product_3,23,3,4,9,18.0,18.0,13.857142857142858
2023-09-16,Product_3,18,2,5,9,23.0,5.0,15.714285714285714
2023-09-17,Product_3,10,2,6,9,18.0,14.0,15.142857142857142
2023-09-18,Product_3,18,2,0,9,10.0,10.0,16.285714285714285
2023-09-19,Product_3,21,3,1,9,18.0,13.0,17.428571428571427
2023-09-20,Product_3,9,4,2,9,21.0,14.0,16.714285714285715
2023-09-21,Product_3,12,4,3,9,9.0,18.0,15.857142857142858
2023-09-22,Product_3,7,2,4,9,12.0,23.0,13.571428571428571
2023-09-23,Product_3,16,3,5,9,7.0,18.0,13.285714285714286
2023-09-24,Product_3,19,4,6,9,16.0,10.0,14.571428571428571
2023-09-25,Product_3,9,2,0,9,19.0,18.0,13.285714285714286
2023-09-26,Product_3,21,3,1,9,9.0,21.0,13.285714285714286
2023-09-27,Product_3,17,2,2,9,21.0,9.0,14.428571428571429
2023-09-28,Product_3,17,2,3,9,17.0,12.0,15.142857142857142
2023-09-29,Product_3,12,2,4,9,17.0,7.0,15.857142857142858
2023-09-30,Product_3,17,5,5,9,12.0,16.0,16.0
2023-10-01,Product_3,15,5,6,10,17.0,19.0,15.428571428571429
2023-10-02,Product_3,18,4,0,10,15.0,9.0,16.714285714285715
2023-10-03,Product_3,18,3,1,10,18.0,21.0,16.285714285714285
2023-10-04,Product_3,11,2,2,10,18.0,17.0,15.428571428571429
2023-10-05,Product_3,5,4,3,10,11.0,17.0,13.714285714285714
2023-10-06,Product_3,15,2,4,10,5.0,12.0,14.142857142857142
2023-10-07,Product_3,20,4,5,10,15.0,17.0,14.571428571428571
2023-10-08,Product_3,13,5,6,10,20.0,15.0,14.285714285714286
2023-10-09,Product_3,15,2,0,10,13.0,18.0,13.857142857142858
2023-10-10,Product_3,20,4,1,10,15.0,18.0,14.142857142857142
2023-10-11,Product_3,22,5,2,10,20.0,11.0,15.714285714285714
2023-10-12,Product_3,4,4,3,10,22.0,5.0,15.571428571428571
2023-10-13,Product_3,17,3,4,10,4.0,15.0,15.857142857142858
2023-10-14,Product_3,10,2,5,10,17.0,20.0,14.428571428571429
2023-10-15,Product_3,7,3,6,10,10.0,13.0,13.571428571428571
2023-10-16,Product_3,12,5,0,10,7.0,15.0,13.142857142857142
2023-10-17,Product_3,15,5,1,10,12.0,20.0,12.428571428571429
2023-10-18,Product_3,17,5,2,10,15.0,22.0,11.714285714285714
2023-10-19,Product_3,17,2,3,10,17.0,4.0,13.571428571428571
2023-10-20,Product_3,15,2,4,10,17.0,17.0,13.285714285714286
2023-10-21,Product_3,16,3,5,10,15.0,10.0,14.142857142857142
2023-10-22,Product_3,21,3,6,10,16.0,7.0,16.142857142857142
2023-10-23,Product_3,16,2,0,10,21.0,12.0,16.714285714285715
2023-10-24,Product_3,16,3,1,10,16.0,15.0,16.857142857142858
2023-10-25,Product_3,11,3,2,10,16.0,17.0,16.0
2023-10-26,Product_3,21,5,3,10,11.0,17.0,16.571428571428573
2023-10-27,Product_3,16,5,4,10,21.0,15.0,16.714285714285715
2023-10-28,Product_3,11,3,5,10,16.0,16.0,16.0
2023-10-29,Product_3,18,4,6,10,11.0,21.0,15.571428571428571
2023-10-30,Product_3,18,2,0,10,18.0,16.0,15.857142857142858
2023-10-31,Product_3,12,2,1,10,18.0,16.0,15.285714285714286
2023-11-01,Product_3,21,3,2,11,12.0,11.0,16.714285714285715
2023-11-02,Product_3,6,2,3,11,21.0,21.0,14.571428571428571
2023-11-03,Product_3,15,5,4,11,6.0,16.0,14.428571428571429
2023-11-04,Product_3,13,2,5,11,15.0,11.0,14.714285714285714
2023-11-05,Product_3,17,2,6,11,13.0,18.0,14.571428571428571
2023-11-06,Product_3,28,5,0,11,17.0,18.0,16.0
2023-11-07,Product_3,21,5,1,11,28.0,12.0,17.285714285714285
2023-11-08,Product_3,16,2,2,11,21.0,21.0,16.571428571428573
2023-11-09,Product_3,28,3,3,11,16.0,6.0,19.714285714285715
2023-11-10,Product_3,21,2,4,11,28.0,15.0,20.571428571428573
2023-11-11,Product_3,11,5,5,11,21.0,13.0,20.285714285714285
2023-11-12,Product_3,19,4,6,11,11.0,17.0,20.571428571428573
2023-11-13,Product_3,24,2,0,11,19.0,28.0,20.0
2023-11-14,Product_3,14,3,1,11,24.0,21.0,19.0
2023-11-15,Product_3,27,3,2,11,14.0,16.0,20.571428571428573
2023-11-16,Product_3,20,2,3,11,27.0,28.0,19.428571428571427
2023-11-17,Product_3,16,3,4,11,20.0,21.0,18.714285714285715
2023-11-18,Product_3,20,4,5,11,16.0,11.0,20.0
2023-11-19,Product_3,13,5,6,11,20.0,19.0,19.142857142857142
2023-11-20,Product_3,19,2,0,11,13.0,24.0,18.428571428571427
2023-11-21,Product_3,27,2,1,11,19.0,14.0,20.285714285714285
2023-11-22,Product_3,17,5,2,11,27.0,27.0,18.857142857142858
2023-11-23,Product_3,15,4,3,11,17.0,20.0,18.142857142857142
2023-11-24,Product_3,21,2,4,11,15.0,16.0,18.857142857142858
2023-11-25,Product_3,21,2,5,11,21.0,20.0,19.0
2023-11-26,Product_3,16,5,6,11,21.0,13.0,19.428571428571427
2023-11-27,Product_3,14,3,0,11,16.0,19.0,18.714285714285715
2023-11-28,Product_3,19,5,1,11,14.0,27.0,17.571428571428573
2023-11-29,Product_3,23,4,2,11,19.0,17.0,18.428571428571427
2023-11-30,Product_3,24,2,3,11,23.0,15.0,19.714285714285715
2023-12-01,Product_3,16,5,4,12,24.0,21.0,19.0
2023-12-02,Product_3,18,3,5,12,16.0,21.0,18.571428571428573
2023-12-03,Product_3,14,2,6,12,18.0,16.0,18.285714285714285
2023-12-04,Product_3,26,5,0,12,14.0,14.0,20.0
2023-12-05,Product_3,23,3,1,12,26.0,19.0,20.571428571428573
2023-12-06,Product_3,27,2,2,12,23.0,23.0,21.142857142857142
2023-12-07,Product_3,25,5,3,12,27.0,24.0,21.285714285714285
2023-12-08,Product_3,11,3,4,12,25.0,16.0,20.571428571428573
2023-12-09,Product_3,23,5,5,12,11.0,18.0,21.285714285714285
2023-12-10,Product_3,23,2,6,12,23.0,14.0,22.571428571428573
2023-12-11,Product_3,26,5,0,12,23.0,26.0,22.571428571428573
2023-12-12,Product_3,28,4,1,12,26.0,23.0,23.285714285714285
2023-12-13,Product_3,22,4,2,12,28.0,27.0,22.571428571428573
2023-12-14,Product_3,29,2,3,12,22.0,25.0,23.142857142857142
2023-12-15,Product_3,21,5,4,12,29.0,11.0,24.571428571428573
2023-12-16,Product_3,18,5,5,12,21.0,23.0,23.857142857142858
2023-12-17,Product_3,20,3,6,12,18.0,23.0,23.428571428571427
2023-12-18,Product_3,27,2,0,12,20.0,26.0,23.571428571428573
2023-12-19,Product_3,21,2,1,12,27.0,28.0,22.571428571428573
2023-12-20,Product_3,22,5,2,12,21.0,22.0,22.571428571428573
2023-12-21,Product_3,29,2,3,12,22.0,29.0,22.571428571428573
2023-12-22,Product_3,23,3,4,12,29.0,21.0,22.857142857142858
2023-12-23,Product_3,21,3,5,12,23.0,18.0,23.285714285714285
2023-12-24,Product_3,26,4,6,12,21.0,20.0,24.142857142857142
2023-12-25,Product_3,23,5,0,12,26.0,27.0,23.571428571428573
2023-12-26,Product_3,25,3,1,12,23.0,21.0,24.142857142857142
2023-12-27,Product_3,33,5,2,12,25.0,22.0,25.714285714285715
2023-12-28,Product_3,33,5,3,12,33.0,29.0,26.285714285714285
2023-12-29,Product_3,31,4,4,12,33.0,23.0,27.428571428571427
2023-12-30,Product_3,18,3,5,12,31.0,21.0,27.0
2023-12-31,Product_3,31,3,6,12,18.0,26.0,27.714285714285715
2023-01-08,Product_4,46,5,6,1,44.0,54.0,45.857142857142854
2023-01-09,Product_4,60,5,0,1,46.0,36.0,49.285714285714285
2023-01-10,Product_4,49,3,1,1,60.0,54.0,48.57142857142857
2023-01-11,Product_4,53,4,2,1,49.0,47.0,49.42857142857143
2023-01-12,Product_4,50,2,3,1,53.0,41.0,50.714285714285715
2023-01-13,Product_4,57,3,4,1,50.0,53.0,51.285714285714285
2023-01-14,Product_4,46,2,5,1,57.0,44.0,51.57142857142857
2023-01-15,Product_4,54,3,6,1,46.0,46.0,52.714285714285715
2023-01-16,Product_4,53,2,0,1,54.0,60.0,51.714285714285715
2023-01-17,Product_4,44,4,1,1,53.0,49.0,51.0
2023-01-18,Product_4,58,2,2,1,44.0,53.0,51.714285714285715
2023-01-19,Product_4,52,5,3,1,58.0,50.0,52.0
2023-01-20,Product_4,55,3,4,1,52.0,57.0,51.714285714285715
2023-01-21,Product_4,50,5,5,1,55.0,46.0,52.285714285714285
2023-01-22,Product_4,48,5,6,1,50.0,54.0,51.42857142857143
2023-01-23,Product_4,53,3,0,1,48.0,53.0,51.42857142857143
2023-01-24,Product_4,53,2,1,1,53.0,44.0,52.714285714285715
2023-01-25,Product_4,63,5,2,1,53.0,58.0,53.42857142857143
2023-01-26,Product_4,58,3,3,1,63.0,52.0,54.285714285714285
2023-01-27,Product_4,58,3,4,1,58.0,55.0,54.714285714285715
2023-01-28,Product_4,49,4,5,1,58.0,50.0,54.57142857142857
2023-01-29,Product_4,56,5,6,1,49.0,48.0,55.714285714285715
2023-01-30,Product_4,56,3,0,1,56.0,53.0,56.142857142857146
2023-01-31,Product_4,55,5,1,1,56.0,53.0,56.42857142857143
2023-02-01,Product_4,54,5,2,2,55.0,63.0,55.142857142857146
2023-02-02,Product_4,54,4,3,2,54.0,58.0,54.57142857142857
2023-02-03,Product_4,57,5,4,2,54.0,58.0,54.42857142857143
2023-02-04,Product_4,54,3,5,2,57.0,49.0,55.142857142857146
2023-02-05,Product_4,60,3,6,2,54.0,56.0,55.714285714285715
2023-02-06,Product_4,51,2,0,2,60.0,56.0,55.0
2023-02-07,Product_4,53,5,1,2,51.0,55.0,54.714285714285715
2023-02-08,Product_4,56,3,2,2,53.0,54.0,55.0
2023-02-09,Product_4,44,4,3,2,56.0,54.0,53.57142857142857
2023-02-10,Product_4,60,3,4,2,44.0,57.0,54.0
2023-02-11,Product_4,57,4,5,2,60.0,54.0,54.42857142857143
2023-02-12,Product_4,57,5,6,2,57.0,60.0,54.0
2023-02-13,Product_4,49,2,0,2,57.0,51.0,53.714285714285715
2023-02-14,Product_4,54,2,1,2,49.0,53.0,53.857142857142854
2023-02-15,Product_4,51,5,2,2,54.0,56.0,53.142857142857146
2023-02-16,Product_4,60,2,3,2,51.0,44.0,55.42857142857143
2023-02-17,Product_4,59,5,4,2,60.0,60.0,55.285714285714285
2023-02-18,Product_4,57,5,5,2,59.0,57.0,55.285714285714285
2023-02-19,Product_4,53,3,6,2,57.0,57.0,54.714285714285715
2023-02-20,Product_4,56,2,0,2,53.0,49.0,55.714285714285715
2023-02-21,Product_4,54,4,1,2,56.0,54.0,55.714285714285715
2023-02-22,Product_4,53,3,2,2,54.0,51.0,56.0
2023-02-23,Product_4,63,2,3,2,53.0,60.0,56.42857142857143
2023-02-24,Product_4,71,2,4,2,63.0,59.0,58.142857142857146
2023-02-25,Product_4,60,2,5,2,71.0,57.0,58.57142857142857
2023-02-26,Product_4,61,4,6,2,60.0,53.0,59.714285714285715
2023-02-27,Product_4,60,3,0,2,61.0,56.0,60.285714285714285
2023-02-28,Product_4,67,3,1,2,60.0,54.0,62.142857142857146
2023-03-01,Product_4,53,2,2,3,67.0,53.0,62.142857142857146
2023-03-02,Product_4,44,2,3,3,53.0,63.0,59.42857142857143
2023-03-03,Product_4,56,5,4,3,44.0,71.0,57.285714285714285
2023-03-04,Product_4,68,4,5,3,56.0,60.0,58.42857142857143
2023-03-05,Product_4,62,5,6,3,68.0,61.0,58.57142857142857
2023-03-06,Product_4,69,4,0,3,62.0,60.0,59.857142857142854
2023-03-07,Product_4,66,3,1,3,69.0,67.0,59.714285714285715
2023-03-08,Product_4,59,4,2,3,66.0,53.0,60.57142857142857
2023-03-09,Product_4,55,5,3,3,59.0,44.0,62.142857142857146
2023-03-10,Product_4,55,3,4,3,55.0,56.0,62.0
2023-03-11,Product_4,65,3,5,3,55.0,68.0,61.57142857142857
2023-03-12,Product_4,55,4,6,3,65.0,62.0,60.57142857142857
2023-03-13,Product_4,61,3,0,3,55.0,69.0,59.42857142857143
2023-03-14,Product_4,58,5,1,3,61.0,66.0,58.285714285714285
2023-03-15,Product_4,57,2,2,3,58.0,59.0,58.0
2023-03-16,Product_4,62,5,3,3,57.0,55.0,59.0
2023-03-17,Product_4,64,2,4,3,62.0,55.0,60.285714285714285
2023-03-18,Product_4,59,3,5,3,64.0,65.0,59.42857142857143
2023-03-19,Product_4,54,5,6,3,59.0,55.0,59.285714285714285
2023-03-20,Product_4,59,4,0,3,54.0,61.0,59.0
2023-03-21,Product_4,57,4,1,3,59.0,58.0,58.857142857142854
2023-03-22,Product_4,65,2,2,3,57.0,57.0,60.0
2023-03-23,Product_4,50,5,3,3,65.0,62.0,58.285714285714285
2023-03-24,Product_4,60,2,4,3,50.0,64.0,57.714285714285715
2023-03-25,Product_4,69,4,5,3,60.0,59.0,59.142857142857146
2023-03-26,Product_4,65,2,6,3,69.0,54.0,60.714285714285715
2023-03-27,Product_4,63,5,0,3,65.0,59.0,61.285714285714285
2023-03-28,Product_4,59,3,1,3,63.0,57.0,61.57142857142857
2023-03-29,Product_4,62,5,2,3,59.0,65.0,61.142857142857146
2023-03-30,Product_4,55,3,3,3,62.0,50.0,61.857142857142854
2023-03-31,Product_4,64,4,4,3,55.0,60.0,62.42857142857143
2023-04-01,Product_4,57,4,5,4,64.0,69.0,60.714285714285715
2023-04-02,Product_4,58,5,6,4,57.0,65.0,59.714285714285715
2023-04-03,Product_4,57,5,0,4,58.0,63.0,58.857142857142854
2023-04-04,Product_4,61,4,1,4,57.0,59.0,59.142857142857146
2023-04-05,Product_4,63,2,2,4,61.0,62.0,59.285714285714285
2023-04-06,Product_4,70,3,3,4,63.0,55.0,61.42857142857143
2023-04-07,Product_4,54,4,4,4,70.0,64.0,60.0
2023-04-08,Product_4,60,3,5,4,54.0,57.0,60.42857142857143
2023-04-09,Product_4,61,4,6,4,60.0,58.0,60.857142857142854
2023-04-10,Product_4,59,4,0,4,61.0,57.0,61.142857142857146
2023-04-11,Product_4,62,2,1,4,59.0,61.0,61.285714285714285
2023-04-12,Product_4,65,5,2,4,62.0,63.0,61.57142857142857
2023-04-13,Product_4,66,5,3,4,65.0,70.0,61.0
2023-04-14,Product_4,58,4,4,4,66.0,54.0,61.57142857142857
2023-04-15,Product_4,64,5,5,4,58.0,60.0,62.142857142857146
2023-04-16,Product_4,59,2,6,4,64.0,61.0,61.857142857142854
2023-04-17,Product_4,58,5,0,4,59.0,59.0,61.714285714285715
2023-04-18,Product_4,62,3,1,4,58.0,62.0,61.714285714285715
2023-04-19,Product_4,61,3,2,4,62.0,65.0,61.142857142857146
2023-04-20,Product_4,55,2,3,4,61.0,66.0,59.57142857142857
